"id_peserta","nama","nama_ayah","nama_ibu","nama_wali","id_pendidikan_ayah","nama_pendidikan_ayah","id_pendidikan_ibu","nama_pendidikan_ibu","id_pendidikan_wali","nama_pendidikan_wali","nama_penghasilan_ayah","id_penghasilan_ayah","nama_penghasilan_ibu","id_penghasilan_ibu","nama_penghasilan_wali","id_penghasilan_wali"
352,Roch Ryott,Lauren,Cloe,,4,Diploma,2,Sekolah Menengah Pertama,,,"0 - 1 Juta",1,"0 - 1 Juta",1,,
353,Prescott McOrkil,Hi,Ronna,,2,Sekolah Menengah Pertama,1,Sekolah Dasar,,,"1 Juta - 5 Juta",2,"50 Juta - 100 Juta",6,,
354,Zacherie Bogaert,Robers,Correna,,4,Diploma,3,Sekolah Menengah Atas,,,"500 Juta - 1 Miliar",8,"50 Juta - 100 Juta",6,,
355,Candide Maffioletti,Ulrich,Barbabra,,7,Doktoral,5,Sarjana,,,"5 Juta - 10 Juta",3,"20 Juta - 50 Juta",5,,
356,Erika Jaksic,Lem,Ranee,,4,Diploma,4,Diploma,,,"20 Juta - 50 Juta",5,"20 Juta - 50 Juta",5,,
357,Jillie McCauley,Ricardo,Pooh,,1,Sekolah Dasar,1,Sekolah Dasar,,,"50 Juta - 100 Juta",6,"1 Juta - 5 Juta",2,,
358,Gerrie Ganiclef,Sky,Corine,,4,Diploma,7,Doktoral,,,"0 - 1 Juta",1,"100 Juta - 500 Juta",7,,
359,Cassandra Southan,Gibb,Jillene,,5,Sarjana,3,Sekolah Menengah Atas,,,"20 Juta - 50 Juta",5,"20 Juta - 50 Juta",5,,
360,Elenore Caff,Davin,Nanci,,2,Sekolah Menengah Pertama,4,Diploma,,,"100 Juta - 500 Juta",7,"10 Juta - 20 Juta",4,,
361,Hubert Voller,Erny,Gerda,,5,Sarjana,3,Sekolah Menengah Atas,,,"0 - 1 Juta",1,"500 Juta - 1 Miliar",8,,
362,Xylia Littell,Ewell,Teresita,,4,Diploma,1,Sekolah Dasar,,,"50 Juta - 100 Juta",6,"20 Juta - 50 Juta",5,,
363,Rachael Bocking,Orland,Lianna,,3,Sekolah Menengah Atas,6,Magister,,,"50 Juta - 100 Juta",6,"10 Juta - 20 Juta",4,,
364,Shayla Podbury,Franciskus,Joice,,5,Sarjana,3,Sekolah Menengah Atas,,,"1 Juta - 5 Juta",2,"5 Juta - 10 Juta",3,,
365,Donny Vasyukhnov,Vernon,Mercy,,6,Magister,4,Diploma,,,"100 Juta - 500 Juta",7,"100 Juta - 500 Juta",7,,
366,Marylou Sherington,Lodovico,Prisca,,5,Sarjana,6,Magister,,,"1 Juta - 5 Juta",2,"1 Juta - 5 Juta",2,,
367,Catie Handmore,Delbert,Korry,,7,Doktoral,5,Sarjana,,,"10 Juta - 20 Juta",4,"50 Juta - 100 Juta",6,,
368,Rosemarie Rosina,Ingmar,Lanna,,1,Sekolah Dasar,5,Sarjana,,,"5 Juta - 10 Juta",3,"1 Juta - 5 Juta",2,,
369,Luz Caller,Lorens,Jeniffer,,6,Magister,4,Diploma,,,"5 Juta - 10 Juta",3,"50 Juta - 100 Juta",6,,
370,Randolph Rimell,Julius,Florance,,7,Doktoral,4,Diploma,,,"1 Juta - 5 Juta",2,"0 - 1 Juta",1,,
371,Nelle Turvie,Austin,Deanne,,1,Sekolah Dasar,5,Sarjana,,,"10 Juta - 20 Juta",4,"5 Juta - 10 Juta",3,,
372,Ilene Coopland,Cosmo,Robinett,,7,Doktoral,4,Diploma,,,"10 Juta - 20 Juta",4,"5 Juta - 10 Juta",3,,
373,Doloritas Bewsy,Artemas,Gwenny,,2,Sekolah Menengah Pertama,5,Sarjana,,,"1 Juta - 5 Juta",2,"50 Juta - 100 Juta",6,,
374,Janifer Martinon,Vic,Matilde,,4,Diploma,2,Sekolah Menengah Pertama,,,"500 Juta - 1 Miliar",8,"500 Juta - 1 Miliar",8,,
375,Berty Korneluk,Shepherd,Susannah,,7,Doktoral,1,Sekolah Dasar,,,"0 - 1 Juta",1,"5 Juta - 10 Juta",3,,
376,Lorry Lettice,Tyrus,Sacha,,1,Sekolah Dasar,1,Sekolah Dasar,,,"10 Juta - 20 Juta",4,"1 Juta - 5 Juta",2,,
377,Dorothee Unger,Sydney,Clarisse,,6,Magister,1,Sekolah Dasar,,,"0 - 1 Juta",1,"5 Juta - 10 Juta",3,,
378,Piotr Veart,Walton,Agata,,7,Doktoral,5,Sarjana,,,"100 Juta - 500 Juta",7,"50 Juta - 100 Juta",6,,
379,Bellina Syddie,Darnall,Nixie,,5,Sarjana,7,Doktoral,,,"50 Juta - 100 Juta",6,"5 Juta - 10 Juta",3,,
380,Lynelle Gegay,Sibyl,Elonore,,1,Sekolah Dasar,3,Sekolah Menengah Atas,,,"20 Juta - 50 Juta",5,"50 Juta - 100 Juta",6,,
381,Bailie McCathie,Nefen,Janette,,7,Doktoral,4,Diploma,,,"100 Juta - 500 Juta",7,"100 Juta - 500 Juta",7,,
382,Bobbye Rocca,Luce,Anthia,,6,Magister,3,Sekolah Menengah Atas,,,"5 Juta - 10 Juta",3,"10 Juta - 20 Juta",4,,
383,Roselle Collington,Brewer,Doria,,4,Diploma,3,Sekolah Menengah Atas,,,"100 Juta - 500 Juta",7,"50 Juta - 100 Juta",6,,
384,Ericka Shall,Baird,Gustie,,4,Diploma,7,Doktoral,,,"5 Juta - 10 Juta",3,"20 Juta - 50 Juta",5,,
385,Britteny Unstead,Fredrick,Georgeanne,,1,Sekolah Dasar,1,Sekolah Dasar,,,"0 - 1 Juta",1,"500 Juta - 1 Miliar",8,,
386,Juline Hegge,Winny,Ag,,5,Sarjana,4,Diploma,,,"20 Juta - 50 Juta",5,"1 Juta - 5 Juta",2,,
387,Wrennie De Souza,Stillmann,Leonanie,,5,Sarjana,1,Sekolah Dasar,,,"0 - 1 Juta",1,"0 - 1 Juta",1,,
388,Dinah Palatini,Nikolos,Jocelin,,3,Sekolah Menengah Atas,4,Diploma,,,"50 Juta - 100 Juta",6,"0 - 1 Juta",1,,
389,Shermie Reboulet,Roland,Fredra,,4,Diploma,4,Diploma,,,"5 Juta - 10 Juta",3,"5 Juta - 10 Juta",3,,
390,Chadwick Hogben,Willie,Caressa,,3,Sekolah Menengah Atas,6,Magister,,,"1 Juta - 5 Juta",2,"1 Juta - 5 Juta",2,,
391,Waneta Blaxlande,Liam,Fulvia,,5,Sarjana,6,Magister,,,"50 Juta - 100 Juta",6,"1 Juta - 5 Juta",2,,
392,Bibi Dowyer,Whitman,Eleen,,6,Magister,4,Diploma,,,"5 Juta - 10 Juta",3,"5 Juta - 10 Juta",3,,
393,Gareth Gotts,Maxwell,Papagena,,5,Sarjana,3,Sekolah Menengah Atas,,,"100 Juta - 500 Juta",7,"50 Juta - 100 Juta",6,,
394,Hymie Worsfold,Hermon,Sheba,,4,Diploma,1,Sekolah Dasar,,,"50 Juta - 100 Juta",6,"0 - 1 Juta",1,,
395,Rachele Espinal,Harp,Elana,,3,Sekolah Menengah Atas,6,Magister,,,"1 Juta - 5 Juta",2,"20 Juta - 50 Juta",5,,
396,Timmi Beadham,Efrem,Caralie,,3,Sekolah Menengah Atas,6,Magister,,,"10 Juta - 20 Juta",4,"0 - 1 Juta",1,,
397,Julia Bogie,Daren,Joscelin,,3,Sekolah Menengah Atas,3,Sekolah Menengah Atas,,,"1 Juta - 5 Juta",2,"10 Juta - 20 Juta",4,,
398,Peyter Gaven,Marietta,Krissie,,5,Sarjana,1,Sekolah Dasar,,,"500 Juta - 1 Miliar",8,"10 Juta - 20 Juta",4,,
399,Malcolm Rangell,Major,Genna,,3,Sekolah Menengah Atas,5,Sarjana,,,"50 Juta - 100 Juta",6,"0 - 1 Juta",1,,
400,Waneta Mc Dermid,Pall,Fiann,,3,Sekolah Menengah Atas,1,Sekolah Dasar,,,"50 Juta - 100 Juta",6,"1 Juta - 5 Juta",2,,
401,Barth Keppie,Dennison,Zena,,7,Doktoral,7,Doktoral,,,"10 Juta - 20 Juta",4,"0 - 1 Juta",1,,
402,Bard Imms,Sylvester,Phillida,,4,Diploma,6,Magister,,,"50 Juta - 100 Juta",6,"20 Juta - 50 Juta",5,,
403,Pru Cazereau,Husein,Elfrida,,7,Doktoral,7,Doktoral,,,"10 Juta - 20 Juta",4,"50 Juta - 100 Juta",6,,
404,Rooney Sheivels,Emmery,Tasia,,7,Doktoral,2,Sekolah Menengah Pertama,,,"10 Juta - 20 Juta",4,"1 Juta - 5 Juta",2,,
405,Lambert Slyde,Hoyt,Janis,,6,Magister,5,Sarjana,,,"0 - 1 Juta",1,"0 - 1 Juta",1,,
406,Willetta Stannus,Gannon,Tuesday,,5,Sarjana,3,Sekolah Menengah Atas,,,"100 Juta - 500 Juta",7,"50 Juta - 100 Juta",6,,
407,Bronny Cogzell,Carl,Lizabeth,,7,Doktoral,4,Diploma,,,"20 Juta - 50 Juta",5,"20 Juta - 50 Juta",5,,
408,Callie Bottom,Ermanno,Gae,,7,Doktoral,7,Doktoral,,,"5 Juta - 10 Juta",3,"100 Juta - 500 Juta",7,,
409,Brnaba Brixey,Judah,Avivah,,5,Sarjana,1,Sekolah Dasar,,,"1 Juta - 5 Juta",2,"500 Juta - 1 Miliar",8,,
410,Enrico Croad,Ravid,Rhodia,,7,Doktoral,2,Sekolah Menengah Pertama,,,"20 Juta - 50 Juta",5,"10 Juta - 20 Juta",4,,
411,Shaun Goodyear,Bale,Demetris,,5,Sarjana,7,Doktoral,,,"0 - 1 Juta",1,"500 Juta - 1 Miliar",8,,
412,Donaugh Sarah,Mychal,Holli,,1,Sekolah Dasar,3,Sekolah Menengah Atas,,,"5 Juta - 10 Juta",3,"1 Juta - 5 Juta",2,,
413,Lucky Asif,Jareb,Marieann,,4,Diploma,3,Sekolah Menengah Atas,,,"100 Juta - 500 Juta",7,"20 Juta - 50 Juta",5,,
414,Stu Seamer,Fransisco,Dacie,,3,Sekolah Menengah Atas,1,Sekolah Dasar,,,"1 Juta - 5 Juta",2,"100 Juta - 500 Juta",7,,
415,Gypsy Swafford,Orton,Jennica,,7,Doktoral,2,Sekolah Menengah Pertama,,,"20 Juta - 50 Juta",5,"20 Juta - 50 Juta",5,,
416,Dov Hawse,Chuck,Leonelle,,5,Sarjana,2,Sekolah Menengah Pertama,,,"500 Juta - 1 Miliar",8,"0 - 1 Juta",1,,
417,Talbot Haps,Devlen,Emlynn,,6,Magister,5,Sarjana,,,"0 - 1 Juta",1,"100 Juta - 500 Juta",7,,
418,Bradly Holywell,Truman,Maridel,,6,Magister,4,Diploma,,,"5 Juta - 10 Juta",3,"1 Juta - 5 Juta",2,,
419,Cris Allridge,Bevon,Sammy,,6,Magister,7,Doktoral,,,"10 Juta - 20 Juta",4,"0 - 1 Juta",1,,
420,Claire Leijs,Sayer,Mair,,3,Sekolah Menengah Atas,1,Sekolah Dasar,,,"0 - 1 Juta",1,"5 Juta - 10 Juta",3,,
421,Ivy Burgisi,Deck,Annetta,,1,Sekolah Dasar,1,Sekolah Dasar,,,"50 Juta - 100 Juta",6,"1 Juta - 5 Juta",2,,
422,Zorina Cauldwell,Onofredo,Harmony,,5,Sarjana,5,Sarjana,,,"10 Juta - 20 Juta",4,"0 - 1 Juta",1,,
423,Flossie Dossett,Ivar,Carlotta,,2,Sekolah Menengah Pertama,2,Sekolah Menengah Pertama,,,"500 Juta - 1 Miliar",8,"50 Juta - 100 Juta",6,,
424,Chryste Walklott,Ty,Irma,,2,Sekolah Menengah Pertama,3,Sekolah Menengah Atas,,,"50 Juta - 100 Juta",6,"500 Juta - 1 Miliar",8,,
425,Dickie Ginity,Caddric,Dorice,,3,Sekolah Menengah Atas,5,Sarjana,,,"500 Juta - 1 Miliar",8,"100 Juta - 500 Juta",7,,
426,Sawyer Clorley,Johann,Lorettalorna,,4,Diploma,3,Sekolah Menengah Atas,,,"10 Juta - 20 Juta",4,"100 Juta - 500 Juta",7,,
427,Artair Baugham,Wilbert,Shauna,,3,Sekolah Menengah Atas,7,Doktoral,,,"10 Juta - 20 Juta",4,"10 Juta - 20 Juta",4,,
428,Fedora Bettison,Quillan,Maryl,,4,Diploma,6,Magister,,,"50 Juta - 100 Juta",6,"1 Juta - 5 Juta",2,,
429,Neddy Groome,Arny,Taffy,,3,Sekolah Menengah Atas,5,Sarjana,,,"0 - 1 Juta",1,"500 Juta - 1 Miliar",8,,
430,Tiebout Pedrielli,Orran,Ardisj,,1,Sekolah Dasar,5,Sarjana,,,"20 Juta - 50 Juta",5,"50 Juta - 100 Juta",6,,
431,Cammi Robison,Daron,Kore,,5,Sarjana,5,Sarjana,,,"10 Juta - 20 Juta",4,"1 Juta - 5 Juta",2,,
432,Aubrey Midgely,August,Lorrie,,3,Sekolah Menengah Atas,3,Sekolah Menengah Atas,,,"50 Juta - 100 Juta",6,"10 Juta - 20 Juta",4,,
433,Waylin Pettecrew,Vincent,Jori,,6,Magister,5,Sarjana,,,"5 Juta - 10 Juta",3,"1 Juta - 5 Juta",2,,
434,Maxim Tortoishell,Ferrell,Jolene,,6,Magister,3,Sekolah Menengah Atas,,,"10 Juta - 20 Juta",4,"10 Juta - 20 Juta",4,,
435,Prince Onraet,Bink,Nissa,,1,Sekolah Dasar,7,Doktoral,,,"5 Juta - 10 Juta",3,"1 Juta - 5 Juta",2,,
436,Tracie Redmire,Felicio,Magdalen,,5,Sarjana,2,Sekolah Menengah Pertama,,,"1 Juta - 5 Juta",2,"500 Juta - 1 Miliar",8,,
437,Heida Isitt,Fabian,Kathrine,,6,Magister,3,Sekolah Menengah Atas,,,"20 Juta - 50 Juta",5,"500 Juta - 1 Miliar",8,,
438,Tiphani Fairburne,Aleksandr,Eveline,,4,Diploma,1,Sekolah Dasar,,,"50 Juta - 100 Juta",6,"50 Juta - 100 Juta",6,,
439,Gussi von Hagt,Dolf,Claudine,,2,Sekolah Menengah Pertama,6,Magister,,,"500 Juta - 1 Miliar",8,"0 - 1 Juta",1,,
440,Leo Mintoft,Fielding,Shandra,,1,Sekolah Dasar,1,Sekolah Dasar,,,"500 Juta - 1 Miliar",8,"50 Juta - 100 Juta",6,,
441,Roldan McConnulty,Vidovic,Chandal,,3,Sekolah Menengah Atas,5,Sarjana,,,"100 Juta - 500 Juta",7,"5 Juta - 10 Juta",3,,
442,Wilburt Gammack,North,Zabrina,,2,Sekolah Menengah Pertama,4,Diploma,,,"500 Juta - 1 Miliar",8,"5 Juta - 10 Juta",3,,
443,Cam Balthasar,Alfons,Shandeigh,,1,Sekolah Dasar,2,Sekolah Menengah Pertama,,,"20 Juta - 50 Juta",5,"10 Juta - 20 Juta",4,,
444,Lizbeth Trimby,Winifield,Sadella,,3,Sekolah Menengah Atas,7,Doktoral,,,"500 Juta - 1 Miliar",8,"50 Juta - 100 Juta",6,,
445,Sigmund Talby,Keene,Jillie,,7,Doktoral,2,Sekolah Menengah Pertama,,,"0 - 1 Juta",1,"20 Juta - 50 Juta",5,,
446,Luther Tewkesbury.,Jerad,Ebba,,2,Sekolah Menengah Pertama,7,Doktoral,,,"0 - 1 Juta",1,"100 Juta - 500 Juta",7,,
447,Christie Hanssmann,David,Chantal,,6,Magister,7,Doktoral,,,"50 Juta - 100 Juta",6,"20 Juta - 50 Juta",5,,
448,Margareta Galletly,Pietro,Lonnie,,7,Doktoral,7,Doktoral,,,"20 Juta - 50 Juta",5,"1 Juta - 5 Juta",2,,
449,Lyndsie Manders,Murdock,Alix,,1,Sekolah Dasar,1,Sekolah Dasar,,,"1 Juta - 5 Juta",2,"10 Juta - 20 Juta",4,,
450,Rafe Binder,Marchall,Joceline,,4,Diploma,3,Sekolah Menengah Atas,,,"1 Juta - 5 Juta",2,"20 Juta - 50 Juta",5,,
451,Arlyne Gladdolph,Hendrik,Odessa,,1,Sekolah Dasar,7,Doktoral,,,"500 Juta - 1 Miliar",8,"50 Juta - 100 Juta",6,,
452,Bethena Ormesher,Stacy,Ashil,,7,Doktoral,5,Sarjana,,,"10 Juta - 20 Juta",4,"10 Juta - 20 Juta",4,,
453,Ettore Woolger,Inness,Batsheva,,2,Sekolah Menengah Pertama,4,Diploma,,,"100 Juta - 500 Juta",7,"10 Juta - 20 Juta",4,,
454,Brenn Mc Combe,Eamon,Paulina,,6,Magister,1,Sekolah Dasar,,,"10 Juta - 20 Juta",4,"5 Juta - 10 Juta",3,,
455,Sianna Ruane,Aaron,Millicent,,1,Sekolah Dasar,4,Diploma,,,"1 Juta - 5 Juta",2,"10 Juta - 20 Juta",4,,
456,Salomon Bramsom,Irwinn,Emelina,,7,Doktoral,5,Sarjana,,,"5 Juta - 10 Juta",3,"20 Juta - 50 Juta",5,,
457,Odell Gerrels,Arnuad,Roselia,,7,Doktoral,6,Magister,,,"10 Juta - 20 Juta",4,"5 Juta - 10 Juta",3,,
458,Tabbitha Meineck,Johannes,Thelma,,2,Sekolah Menengah Pertama,6,Magister,,,"5 Juta - 10 Juta",3,"10 Juta - 20 Juta",4,,
459,Cecile Joseland,Terrel,Linea,,6,Magister,5,Sarjana,,,"10 Juta - 20 Juta",4,"10 Juta - 20 Juta",4,,
460,Karlik Meacher,Tymothy,Kendra,,5,Sarjana,7,Doktoral,,,"50 Juta - 100 Juta",6,"0 - 1 Juta",1,,
461,Tremain Tiltman,Waylon,Maurine,,1,Sekolah Dasar,7,Doktoral,,,"100 Juta - 500 Juta",7,"0 - 1 Juta",1,,
462,Idalina Denk,Ibrahim,Stephanie,,4,Diploma,2,Sekolah Menengah Pertama,,,"50 Juta - 100 Juta",6,"10 Juta - 20 Juta",4,,
463,Sapphira Blackburn,Wyndham,Chrystal,,5,Sarjana,2,Sekolah Menengah Pertama,,,"1 Juta - 5 Juta",2,"100 Juta - 500 Juta",7,,
464,Bobby Casier,Vasily,Astra,,3,Sekolah Menengah Atas,4,Diploma,,,"50 Juta - 100 Juta",6,"50 Juta - 100 Juta",6,,
465,Tallou Marl,Mikey,Clari,,4,Diploma,5,Sarjana,,,"50 Juta - 100 Juta",6,"100 Juta - 500 Juta",7,,
466,Rodolfo Aldgate,Sylas,Cloris,,1,Sekolah Dasar,4,Diploma,,,"500 Juta - 1 Miliar",8,"0 - 1 Juta",1,,
467,Violetta Rayment,Jephthah,Liz,,7,Doktoral,3,Sekolah Menengah Atas,,,"20 Juta - 50 Juta",5,"5 Juta - 10 Juta",3,,
468,Evonne Beckinsall,Innis,Pandora,,2,Sekolah Menengah Pertama,5,Sarjana,,,"50 Juta - 100 Juta",6,"5 Juta - 10 Juta",3,,
469,Garrett Fleay,Kippy,Lorilee,,1,Sekolah Dasar,1,Sekolah Dasar,,,"0 - 1 Juta",1,"20 Juta - 50 Juta",5,,
470,Tootsie Weddup,Mace,Suzette,,7,Doktoral,4,Diploma,,,"5 Juta - 10 Juta",3,"20 Juta - 50 Juta",5,,
471,Caesar Fairbrother,Nataniel,Tallou,,5,Sarjana,6,Magister,,,"100 Juta - 500 Juta",7,"5 Juta - 10 Juta",3,,
472,Onfroi Ricciardello,Fields,Merna,,5,Sarjana,5,Sarjana,,,"1 Juta - 5 Juta",2,"5 Juta - 10 Juta",3,,
473,Brita Hannond,Wyn,Wendeline,,5,Sarjana,6,Magister,,,"500 Juta - 1 Miliar",8,"5 Juta - 10 Juta",3,,
474,Darline Vina,Cletus,Janel,,6,Magister,5,Sarjana,,,"5 Juta - 10 Juta",3,"5 Juta - 10 Juta",3,,
475,Cordell Gerrietz,Allen,Rebekkah,,1,Sekolah Dasar,2,Sekolah Menengah Pertama,,,"20 Juta - 50 Juta",5,"5 Juta - 10 Juta",3,,
476,Opaline Bathurst,Tulley,Robin,,1,Sekolah Dasar,7,Doktoral,,,"1 Juta - 5 Juta",2,"20 Juta - 50 Juta",5,,
477,Rosalind Aslin,Noam,Bernadette,,2,Sekolah Menengah Pertama,6,Magister,,,"500 Juta - 1 Miliar",8,"5 Juta - 10 Juta",3,,
478,Fannie Spini,Christiano,Enrichetta,,6,Magister,7,Doktoral,,,"5 Juta - 10 Juta",3,"10 Juta - 20 Juta",4,,
479,Murielle Cornelisse,Mar,Cherlyn,,1,Sekolah Dasar,6,Magister,,,"20 Juta - 50 Juta",5,"0 - 1 Juta",1,,
480,Maggie Long,Jarret,Roda,,7,Doktoral,6,Magister,,,"500 Juta - 1 Miliar",8,"5 Juta - 10 Juta",3,,
481,Verine Pleuman,Woodman,Celestyn,,2,Sekolah Menengah Pertama,5,Sarjana,,,"500 Juta - 1 Miliar",8,"10 Juta - 20 Juta",4,,
482,Byrann Clem,Antin,Blisse,,2,Sekolah Menengah Pertama,7,Doktoral,,,"20 Juta - 50 Juta",5,"50 Juta - 100 Juta",6,,
483,Sylvia Hubbucks,Isidoro,Jordana,,1,Sekolah Dasar,2,Sekolah Menengah Pertama,,,"0 - 1 Juta",1,"20 Juta - 50 Juta",5,,
484,Rube Cholonin,Arlen,Karlie,,7,Doktoral,7,Doktoral,,,"0 - 1 Juta",1,"20 Juta - 50 Juta",5,,
485,Rowan Ord,Kienan,Josephine,,3,Sekolah Menengah Atas,4,Diploma,,,"500 Juta - 1 Miliar",8,"0 - 1 Juta",1,,
486,Shaine O'Donegan,Yvon,Eleanora,,7,Doktoral,4,Diploma,,,"500 Juta - 1 Miliar",8,"500 Juta - 1 Miliar",8,,
487,Katey Spaule,Pyotr,Jacquelyn,,2,Sekolah Menengah Pertama,1,Sekolah Dasar,,,"100 Juta - 500 Juta",7,"50 Juta - 100 Juta",6,,
488,Tab Tinton,Halsey,Dona,,4,Diploma,6,Magister,,,"500 Juta - 1 Miliar",8,"500 Juta - 1 Miliar",8,,
489,Keslie Rodger,Everett,Valentine,,4,Diploma,3,Sekolah Menengah Atas,,,"20 Juta - 50 Juta",5,"50 Juta - 100 Juta",6,,
490,Wenona Frawley,Clair,Letty,,6,Magister,3,Sekolah Menengah Atas,,,"1 Juta - 5 Juta",2,"5 Juta - 10 Juta",3,,
491,Stanly Donn,Benoit,Linea,,7,Doktoral,3,Sekolah Menengah Atas,,,"0 - 1 Juta",1,"5 Juta - 10 Juta",3,,
492,Vinny Sautter,Arnold,Merna,,5,Sarjana,4,Diploma,,,"1 Juta - 5 Juta",2,"50 Juta - 100 Juta",6,,
493,Frannie Alston,Demetri,Margaret,,7,Doktoral,5,Sarjana,,,"20 Juta - 50 Juta",5,"10 Juta - 20 Juta",4,,
494,Marthena Ballham,Andrus,Corilla,,1,Sekolah Dasar,3,Sekolah Menengah Atas,,,"20 Juta - 50 Juta",5,"50 Juta - 100 Juta",6,,
495,Euell Busch,Ezekiel,Clementia,,7,Doktoral,7,Doktoral,,,"1 Juta - 5 Juta",2,"50 Juta - 100 Juta",6,,
496,Marti Steet,Mort,Candie,,3,Sekolah Menengah Atas,3,Sekolah Menengah Atas,,,"20 Juta - 50 Juta",5,"10 Juta - 20 Juta",4,,
497,Nanny Trembley,Panchito,Cynthy,,5,Sarjana,7,Doktoral,,,"20 Juta - 50 Juta",5,"5 Juta - 10 Juta",3,,
498,Karla Tinner,Alf,Ondrea,,1,Sekolah Dasar,4,Diploma,,,"20 Juta - 50 Juta",5,"20 Juta - 50 Juta",5,,
499,Guinevere Sprankling,Teodorico,Tova,,6,Magister,2,Sekolah Menengah Pertama,,,"10 Juta - 20 Juta",4,"0 - 1 Juta",1,,
500,Harriot O'Crotty,Danie,Michele,,6,Magister,1,Sekolah Dasar,,,"20 Juta - 50 Juta",5,"50 Juta - 100 Juta",6,,
501,Jedd MacTeggart,Truman,Ulrike,,1,Sekolah Dasar,2,Sekolah Menengah Pertama,,,"500 Juta - 1 Miliar",8,"1 Juta - 5 Juta",2,,
502,Romonda McNelis,Remington,Adan,,3,Sekolah Menengah Atas,4,Diploma,,,"5 Juta - 10 Juta",3,"100 Juta - 500 Juta",7,,
503,Inglis Obispo,Barron,Reeba,,2,Sekolah Menengah Pertama,7,Doktoral,,,"50 Juta - 100 Juta",6,"0 - 1 Juta",1,,
504,Mignon Szwarc,Royce,Randi,,7,Doktoral,2,Sekolah Menengah Pertama,,,"500 Juta - 1 Miliar",8,"1 Juta - 5 Juta",2,,
505,Clementia Sulter,Frederic,Theressa,,4,Diploma,3,Sekolah Menengah Atas,,,"10 Juta - 20 Juta",4,"100 Juta - 500 Juta",7,,
506,Falito Warlton,Basile,Rosanna,,7,Doktoral,4,Diploma,,,"5 Juta - 10 Juta",3,"500 Juta - 1 Miliar",8,,
507,Meyer Eakle,Sheffield,Danice,,3,Sekolah Menengah Atas,7,Doktoral,,,"100 Juta - 500 Juta",7,"0 - 1 Juta",1,,
508,Ike Brewitt,Dominic,Silvia,,1,Sekolah Dasar,2,Sekolah Menengah Pertama,,,"500 Juta - 1 Miliar",8,"10 Juta - 20 Juta",4,,
509,Jeremie Lundbech,Quill,Lavena,,1,Sekolah Dasar,5,Sarjana,,,"10 Juta - 20 Juta",4,"10 Juta - 20 Juta",4,,
510,Onofredo Hellikes,Noak,Elle,,6,Magister,5,Sarjana,,,"20 Juta - 50 Juta",5,"100 Juta - 500 Juta",7,,
511,Ogdan Eagan,Courtnay,Blinni,,5,Sarjana,3,Sekolah Menengah Atas,,,"500 Juta - 1 Miliar",8,"0 - 1 Juta",1,,
512,Monro Nacci,Cozmo,Tammi,,2,Sekolah Menengah Pertama,2,Sekolah Menengah Pertama,,,"1 Juta - 5 Juta",2,"50 Juta - 100 Juta",6,,
513,Danette Darth,Ozzie,Eveline,,5,Sarjana,6,Magister,,,"20 Juta - 50 Juta",5,"10 Juta - 20 Juta",4,,
514,Philipa McTerlagh,Thoma,Athena,,6,Magister,4,Diploma,,,"20 Juta - 50 Juta",5,"50 Juta - 100 Juta",6,,
515,Francoise Phelit,Myrwyn,Lesli,,6,Magister,1,Sekolah Dasar,,,"5 Juta - 10 Juta",3,"100 Juta - 500 Juta",7,,
516,Eleen Brafield,Thorndike,Codi,,3,Sekolah Menengah Atas,6,Magister,,,"20 Juta - 50 Juta",5,"10 Juta - 20 Juta",4,,
517,Griffin Ferreri,Raddie,Silvana,,1,Sekolah Dasar,2,Sekolah Menengah Pertama,,,"1 Juta - 5 Juta",2,"1 Juta - 5 Juta",2,,
518,Godiva Tinsley,Webster,Kimbra,,2,Sekolah Menengah Pertama,5,Sarjana,,,"0 - 1 Juta",1,"20 Juta - 50 Juta",5,,
519,Ellary Hammerson,Pete,Dyan,,3,Sekolah Menengah Atas,4,Diploma,,,"500 Juta - 1 Miliar",8,"0 - 1 Juta",1,,
520,Nealon Broose,Enoch,Magda,,4,Diploma,2,Sekolah Menengah Pertama,,,"10 Juta - 20 Juta",4,"500 Juta - 1 Miliar",8,,
521,Idalia Pernell,Aron,Rosemary,,6,Magister,4,Diploma,,,"500 Juta - 1 Miliar",8,"10 Juta - 20 Juta",4,,
522,Amelita Greder,Pen,Vivie,,1,Sekolah Dasar,4,Diploma,,,"5 Juta - 10 Juta",3,"1 Juta - 5 Juta",2,,
523,Leicester Nornable,Son,Fianna,,3,Sekolah Menengah Atas,2,Sekolah Menengah Pertama,,,"100 Juta - 500 Juta",7,"100 Juta - 500 Juta",7,,
524,Carlee Leaton,Lyman,Rosalinde,,5,Sarjana,4,Diploma,,,"500 Juta - 1 Miliar",8,"5 Juta - 10 Juta",3,,
525,Conroy Grima,Gerhardt,Elsbeth,,5,Sarjana,3,Sekolah Menengah Atas,,,"1 Juta - 5 Juta",2,"10 Juta - 20 Juta",4,,
526,Shellie Jennens,Egor,Fredericka,,2,Sekolah Menengah Pertama,1,Sekolah Dasar,,,"10 Juta - 20 Juta",4,"10 Juta - 20 Juta",4,,
527,Shirlee Urling,Layton,Candida,,6,Magister,7,Doktoral,,,"0 - 1 Juta",1,"50 Juta - 100 Juta",6,,
528,Galvin Goulder,Trueman,Terri-jo,,6,Magister,4,Diploma,,,"20 Juta - 50 Juta",5,"500 Juta - 1 Miliar",8,,
